State,County,Violent_crime,MNNM,"Rape
(revised 
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated 
assault","Property 
crime",Burglary,"Larceny-
theft","Motor 
vehicle 
theft",Arson3
Kentucky,Martin,2,0,0,,0,2,58,19,29,10,1
Kentucky,Mason,5,0,0,,2,3,144,73,64,7,0
Kentucky,McCracken,42,0,14,,8,20,411,109,283,19,3
Kentucky,McCreary,5,0,0,,3,2,76,22,41,13,0
Kentucky,Menifee,1,0,0,,0,1,44,17,25,2,0
Kentucky,Mercer,7,0,1,,2,4,75,41,28,6,0
Kentucky,Metcalfe,3,0,1,,0,2,57,28,28,1,0
Kentucky,Montgomery,14,1,1,,6,6,472,193,262,17,0
Kentucky,Muhlenberg,7,0,3,,1,3,54,27,24,3,0
Kentucky,Muhlenberg County Police Department,0,0,0,,0,0,0,0,0,0,0
Kentucky,Nelson,10,2,3,,0,5,204,85,109,10,2
Kentucky,Nicholas,2,0,0,,0,2,9,6,3,0,2
Kentucky,Ohio,13,0,8,,0,5,137,73,53,11,6
Kentucky,Owen,1,0,0,,0,1,34,19,14,1,0
Kentucky,Owsley,1,0,0,,0,1,18,4,12,2,0
Kentucky,Perry,2,0,0,,0,2,23,5,11,7,1
Kentucky,Perry County Police Department,0,0,0,,0,0,2,0,2,0,0
Kentucky,Pike,1,0,0,,0,1,13,3,10,0,0
Kentucky,Powell,3,0,1,,1,1,102,56,42,4,0
Kentucky,Pulaski,11,0,5,,4,2,458,236,205,17,1
Kentucky,Robertson,0,0,0,,0,0,1,0,1,0,0
Kentucky,Rockcastle,7,0,0,,3,4,48,25,16,7,1
Kentucky,Rowan,3,0,0,,0,3,39,6,28,5,0
Kentucky,Russell,1,0,0,,0,1,50,22,26,2,0
Kentucky,Simpson,8,1,3,,1,3,96,36,60,0,1
Kentucky,Taylor,15,1,4,,1,9,181,86,88,7,0
Kentucky,Todd,3,0,1,,0,2,71,48,21,2,1
Kentucky,Union,4,0,0,,0,4,73,18,49,6,0
Kentucky,Washington,0,0,0,,0,0,24,12,10,2,0
Kentucky,Wayne,0,0,0,,0,0,58,40,14,4,0
Kentucky,Webster,0,0,0,,0,0,7,1,4,2,0
Kentucky,Whitley,4,0,0,,1,3,169,79,76,14,0
Kentucky,Wolfe,0,0,0,,0,0,30,10,19,1,0
Louisiana,Acadia,48,2,,0,8,38,601,165,66,370,0
Louisiana,Ascension,356,8,27,,48,273,"2,898",631,"2,104",163,1
Louisiana,Bossier,52,1,2,,4,45,568,101,451,16,0
Louisiana,Caddo,91,0,8,,4,79,845,207,592,46,2
Louisiana,Calcasieu,435,3,72,,43,317,"4,588","1,323","3,018",247,11
Louisiana,Cameron,13,0,1,,0,12,135,23,109,3,0
Louisiana,De Soto,198,0,,2,1,195,417,72,295,50,0
Louisiana,East Baton Rouge,391,14,,15,231,131,"7,019","1,522","5,360",137,
Louisiana,East Feliciana,37,1,,2,2,32,177,67,100,10,0
Louisiana,Grant,14,1,,3,0,10,185,68,113,4,0
Louisiana,Iberia,182,4,10,,59,109,"1,624",479,"1,116",29,0
Louisiana,Iberville,293,0,,10,16,267,678,174,491,13,0
Louisiana,Jefferson,"1,681",43,,67,395,"1,176","12,673","2,399","9,485",789,77
Louisiana,Lafayette,368,3,,26,57,282,"1,884",504,"1,208",172,14
Louisiana,Lafourche,91,7,,0,27,57,"1,878",638,"1,180",60,3
Louisiana,Livingston,329,4,,21,17,287,"3,116","1,256","1,844",16,0
Louisiana,Ouachita,322,9,,8,34,271,"2,710",928,"1,660",122,3
Louisiana,Plaquemines,40,2,4,,1,33,387,72,306,9,0
Louisiana,Pointe Coupee,91,2,,6,10,73,351,133,200,18,0
Louisiana,Rapides,282,4,28,,16,234,"2,034",588,"1,250",196,7
Louisiana,St. Bernard,66,0,,9,10,47,488,75,401,12,3
Louisiana,St. Charles,241,5,,11,32,193,"1,300",298,944,58,17
Louisiana,St. Helena,54,0,,1,1,52,197,72,100,25,0
Louisiana,St. James,98,1,9,,5,83,479,91,373,15,0
Louisiana,St. John the Baptist,70,13,,4,34,19,"1,205",344,794,67,0
Louisiana,St. Martin,112,0,,6,18,88,327,130,192,5,
Louisiana,St. Tammany,207,0,,4,27,176,"2,079",515,"1,413",151,9
Louisiana,Tangipahoa,659,8,,40,59,552,"3,465","1,167","2,092",206,12
Louisiana,Terrebonne,261,10,,19,29,203,"2,584",436,"2,041",107,2
Louisiana,Union,41,0,,1,0,40,49,17,31,1,0
Louisiana,Vermilion,104,2,,11,11,80,888,346,490,52,
Louisiana,Webster,100,1,,10,0,89,251,114,116,21,
Louisiana,West Baton Rouge,57,0,,1,5,51,441,71,350,20,0
Louisiana,West Feliciana,23,0,1,,2,20,137,26,102,9,0
Louisiana,Allen,42,1,,3,0,38,220,26,186,8,
Louisiana,Assumption,94,0,,1,5,88,368,90,240,38,2
Louisiana,Avoyelles,122,0,,30,3,89,506,178,305,23,3
Louisiana,Bienville,60,0,,6,4,50,208,63,128,17,0
Louisiana,Caldwell,25,1,,1,0,23,249,84,156,9,
Louisiana,Catahoula,24,0,,1,4,19,99,36,62,1,0
Louisiana,Claiborne,40,0,,9,2,29,242,76,150,16,2
Louisiana,Concordia,48,1,,2,3,42,297,105,175,17,0
Louisiana,Franklin,43,0,,3,0,40,172,62,91,19,
Louisiana,Jackson,34,0,,4,9,21,73,18,53,2,0
Louisiana,La Salle,38,0,,2,2,34,71,17,47,7,0
Louisiana,Lincoln,45,0,,4,2,39,316,101,208,7,
Louisiana,Morehouse,1,0,0,,0,1,131,15,105,11,0
Louisiana,Natchitoches,51,2,,1,4,44,587,114,433,40,0
Louisiana,Red River,31,0,,0,1,30,92,16,69,7,
Louisiana,Richland,15,0,,0,3,12,267,72,175,20,
Louisiana,Sabine,41,5,,1,0,35,85,21,55,9,0
Louisiana,St. Landry,319,1,,27,11,280,"1,050",438,533,79,1
Louisiana,St. Mary,188,4,,17,18,149,"1,001",197,726,78,0
Louisiana,Vernon,88,1,,12,8,67,702,117,542,43,3
Louisiana,Washington,134,0,,15,6,113,603,156,408,39,0
Louisiana,West Carroll,50,0,,0,0,50,322,41,262,19,0
Louisiana,Winn,12,0,,0,0,12,96,25,55,16,
Maine,Androscoggin,9,0,,3,4,2,229,84,137,8,0
Maine,Cumberland,31,0,,3,4,24,737,266,439,32,5
Maine,Penobscot,9,0,,1,6,2,589,176,396,17,2
Maine,Sagadahoc,8,0,,4,0,4,161,44,108,9,1
Maine,York,27,0,,2,6,19,307,116,177,14,6
Maine,Aroostook,0,0,,0,0,0,72,23,44,5,0
Maine,Franklin7,12,0,8,,2,2,73,22,47,4,0
Maine,Hancock,4,0,,0,1,3,185,49,129,7,0
Maine,Kennebec,26,0,15,,3,8,295,109,169,17,1
Maine,Knox,13,0,,1,2,10,268,53,200,15,0
Maine,Lincoln,25,0,,17,1,7,272,89,171,12,0
Maine,Oxford,16,0,,11,1,4,355,118,232,5,0
Maine,Piscataquis,4,0,,0,1,3,120,41,62,17,0
Maine,Somerset,20,0,9,,1,10,393,127,242,24,2
Maine,Waldo,12,0,,2,0,10,213,84,118,11,1
Maine,Washington,11,0,,0,0,11,129,50,72,7,0
Maryland,Allegany,39,0,,1,8,30,292,100,180,12,0
Maryland,Anne Arundel,0,0,,0,0,0,0,0,0,0,0
Maryland,Baltimore County,0,0,,0,0,0,0,0,0,0,0
Maryland,Calvert,99,3,,14,26,56,"1,452",343,"1,049",60,2
Maryland,Carroll,191,1,,28,12,150,858,306,518,34,0
Maryland,Cecil,105,2,,14,16,73,825,370,417,38,0
Maryland,Charles,541,2,,24,141,374,"3,245",657,"2,401",187,12
Maryland,Frederick,216,4,,10,31,171,"1,784",373,"1,335",76,30
Maryland,Harford,484,5,,59,114,306,"2,518",630,"1,809",79,0
Maryland,Howard,0,0,,0,0,0,0,0,0,0,0
Maryland,Howard County Police Department,621,4,,40,204,373,"6,115","1,032","4,829",254,47
Maryland,Montgomery,0,0,,0,0,0,0,0,0,0,0
Maryland,Montgomery County Police Department,"1,687",8,,134,758,787,"15,551","2,586","12,104",861,119
Maryland,Prince George's,111,0,,0,0,111,0,0,0,0,0
Maryland,Prince George's County Police Department,"3,502",51,,146,"1,583","1,722","21,908","4,543","13,764","3,601",144
Maryland,Queen Anne's,73,1,,6,11,55,593,181,402,10,3
Maryland,Somerset,5,0,,0,0,5,41,11,25,5,0
Maryland,St. Mary's,212,2,,6,55,149,"2,160",589,"1,465",106,3
Maryland,Washington,104,0,,4,18,82,"1,308",343,887,78,0
Maryland,Wicomico,87,2,,11,29,45,866,336,485,45,4
Maryland,Worcester,18,0,,1,2,15,215,48,157,10,0
Maryland,Caroline,13,0,,4,6,3,341,113,217,11,1
Maryland,Dorchester,20,0,,4,1,15,243,45,192,6,0
Maryland,Garrett,79,0,,1,2,76,353,106,235,12,0
Maryland,Kent,16,0,,0,1,15,144,50,90,4,1
Maryland,Talbot,20,0,,3,0,17,177,72,100,5,0
Michigan,Barry,34,0,10,,0,24,334,97,218,19,0
Michigan,Bay,37,2,23,,4,8,657,101,526,30,3
Michigan,Calhoun,76,0,19,,6,51,428,139,262,27,2
Michigan,Cass,44,0,21,,0,23,476,191,275,10,3
Michigan,Clinton,21,2,6,,0,13,157,62,84,11,0
Michigan,Eaton,94,0,30,,19,45,"1,274",211,"1,012",51,7
Michigan,Ingham,118,0,24,,17,77,624,195,411,18,3
Michigan,Jackson,129,0,27,,8,94,655,166,460,29,5
Michigan,Kalamazoo,202,1,56,,32,113,"1,809",474,"1,234",101,10
Michigan,Kent,345,5,113,,37,190,"2,649",668,"1,879",102,24
Michigan,Lapeer,53,0,20,,2,31,351,119,213,19,1
Michigan,Livingston,66,2,27,,6,31,720,187,500,33,6
Michigan,Macomb,304,1,59,,37,207,"2,041",438,"1,457",146,6
Michigan,Midland,54,1,23,,2,28,368,101,261,6,4
Michigan,Monroe,215,1,63,,30,121,"2,289",598,"1,540",151,12
Michigan,Montcalm,36,0,19,,1,16,377,103,261,13,5
Michigan,Muskegon,51,1,11,,3,36,667,160,477,30,1
Michigan,Oakland,"1,026",15,120,,224,667,"4,570","1,389","2,918",263,54
Michigan,Ottawa,384,0,173,,17,194,"2,655",601,"1,995",59,11
Michigan,Saginaw,105,0,26,,9,70,590,117,446,27,3
Michigan,St. Clair,160,1,38,,10,111,"1,251",320,856,75,16
Michigan,Van Buren,70,0,18,,2,50,401,137,237,27,4
Michigan,Washtenaw,477,3,62,,52,360,"2,011",617,"1,242",152,12
Michigan,Wayne,0,0,0,,0,0,0,0,0,0,0
Michigan,Alcona,12,0,6,,0,6,177,74,100,3,1
Michigan,Alger,0,0,0,,0,0,9,7,2,0,0
Michigan,Allegan,97,1,26,,4,66,654,201,416,37,3
Michigan,Alpena,25,0,18,,0,7,94,16,76,2,1
Michigan,Antrim,14,0,7,,3,4,222,66,144,12,3
Michigan,Arenac,22,0,3,,0,19,98,35,57,6,0
Michigan,Baraga,2,0,0,,0,2,30,9,20,1,0
Michigan,Branch,14,0,8,,0,6,56,12,39,5,0
Michigan,Charlevoix,15,0,10,,0,5,141,30,106,5,1
Michigan,Cheboygan,10,0,6,,1,3,77,24,52,1,0
Michigan,Chippewa,8,0,3,,0,5,103,28,74,1,0
Michigan,Crawford,37,0,6,,0,31,128,46,79,3,0
Michigan,Delta,12,0,4,,0,8,73,14,58,1,0
Michigan,Emmet,16,0,5,,0,11,203,18,180,5,0
Michigan,Gladwin,31,0,9,,1,21,214,94,115,5,0
Michigan,Gogebic,5,0,1,,0,4,68,19,48,1,0
Michigan,Houghton,3,0,3,,0,0,88,26,55,7,0
Michigan,Huron,21,0,9,,0,12,155,38,102,15,1
Michigan,Ionia,33,1,19,,0,13,330,113,197,20,6
Michigan,Iosco,0,0,0,,0,0,2,1,1,0,0
Michigan,Iron,8,0,1,,1,6,51,27,24,0,0
Michigan,Isabella,46,0,19,,7,20,398,113,268,17,4
Michigan,Kalkaska,7,0,6,,0,1,272,82,182,8,0
Michigan,Keweenaw,2,0,0,,0,2,39,10,29,0,0
Michigan,Leelanau,7,0,2,,0,5,64,10,53,1,1
Michigan,Luce,4,0,0,,0,4,38,11,25,2,0
Michigan,Mackinac,11,0,0,,0,11,63,20,42,1,0
Michigan,Manistee,25,0,9,,0,16,151,37,107,7,0
Michigan,Marquette,1,0,1,,0,0,174,27,141,6,1
Michigan,Mason,41,1,26,,0,14,496,164,321,11,1
Michigan,Mecosta,202,1,20,,0,181,547,150,387,10,4
Michigan,Menominee,11,0,7,,0,4,121,44,74,3,0
Michigan,Missaukee,36,0,18,,0,18,189,32,153,4,0
Michigan,Montmorency,5,0,0,,1,4,27,12,15,0,0
Michigan,Oceana,24,1,12,,0,11,251,85,157,9,2
Michigan,Ogemaw,21,0,2,,0,19,214,75,127,12,0
Michigan,Osceola,29,0,6,,0,23,195,49,140,6,0
Michigan,Oscoda,36,0,4,,0,32,135,46,83,6,0
Michigan,Otsego,12,0,5,,0,7,103,36,66,1,1
Michigan,Presque Isle,7,0,4,,0,3,50,12,15,23,0
Michigan,Roscommon,27,1,13,,0,13,150,28,113,9,0
Michigan,Sanilac,54,1,14,,0,39,180,67,99,14,1
Michigan,Shiawassee,75,1,25,,3,46,443,160,267,16,3
Michigan,Tuscola,77,1,43,,0,33,301,116,169,16,4
Michigan,Wexford,36,0,20,,1,15,339,56,267,16,3
Minnesota,Anoka,62,1,30,,4,27,"1,297",249,978,70,8
Minnesota,Benton,22,0,11,,0,11,200,50,130,20,3
Minnesota,Blue Earth,13,0,2,,2,9,184,57,113,14,0
Minnesota,Carlton,13,0,2,,1,10,261,75,173,13,2
Minnesota,Carver,42,0,17,,4,21,721,142,563,16,2
Minnesota,Chisago,20,0,0,,3,17,215,39,150,26,0
Minnesota,Clay,11,0,3,,0,8,79,23,52,4,0
Minnesota,Dakota,41,0,3,,1,37,180,60,114,6,0
Minnesota,Dodge,26,0,0,,0,26,222,40,175,7,0
Minnesota,Fillmore,14,0,1,,0,13,117,64,51,2,0
Minnesota,Hennepin,36,0,6,,3,27,107,4,100,3,3
Minnesota,Houston,9,0,2,,0,7,58,25,31,2,0
Minnesota,Isanti,14,0,3,,0,11,275,70,182,23,1
Minnesota,Le Sueur,11,0,3,,0,8,111,13,91,7,0
Minnesota,Mille Lacs,47,0,10,,1,36,634,145,446,43,6
Minnesota,Nicollet,8,0,7,,0,1,73,28,37,8,0
Minnesota,Olmsted,24,0,8,,2,14,332,135,183,14,2
Minnesota,Polk,20,0,7,,0,13,206,60,137,9,3
Minnesota,Ramsey,11,0,2,,2,7,21,5,16,0,1
Minnesota,Scott,7,0,3,,0,4,27,6,18,3,1
Minnesota,Sherburne,26,3,8,,0,15,348,65,260,23,2
Minnesota,Sibley,0,0,0,,0,0,0,0,0,0,0
Minnesota,Stearns,23,1,10,,1,11,358,81,255,22,1
Minnesota,St. Louis,73,1,14,,6,52,819,309,444,66,8
Minnesota,Wabasha,7,0,0,,0,7,62,6,48,8,0
Minnesota,Washington,32,0,6,,4,22,807,178,603,26,3
Minnesota,Wright,65,1,10,,9,45,"1,610",125,"1,426",59,4
Minnesota,Aitkin,39,0,17,,1,21,451,167,260,24,1
Minnesota,Becker,14,2,6,,0,6,156,49,95,12,1
Minnesota,Beltrami,36,1,17,,0,18,369,99,253,17,3
Minnesota,Big Stone,3,0,1,,0,2,35,7,26,2,0
Minnesota,Brown,0,0,0,,0,0,6,0,6,0,0
Minnesota,Cass,76,0,50,,3,23,"1,198",237,883,78,1
Minnesota,Chippewa,4,0,1,,0,3,30,3,26,1,0
Minnesota,Clearwater,25,1,6,,0,18,100,36,59,5,0
Minnesota,Cook,4,0,0,,0,4,159,9,148,2,0
Minnesota,Cottonwood,5,0,2,,0,3,42,10,30,2,0
Minnesota,Crow Wing,26,0,6,,1,19,523,233,261,29,0
Minnesota,Douglas,11,0,3,,0,8,190,56,127,7,0
Minnesota,Faribault,2,0,0,,0,2,55,25,25,5,1
Minnesota,Freeborn,9,0,1,,0,8,94,20,63,11,1
Minnesota,Goodhue,9,0,4,,0,5,225,53,150,22,0
Minnesota,Grant,5,0,0,,0,5,66,23,41,2,0
Minnesota,Hubbard,15,1,6,,0,8,227,77,144,6,0
Minnesota,Itasca,42,1,26,,1,14,386,85,295,6,1
Minnesota,Jackson,6,0,1,,0,5,70,6,63,1,0
Minnesota,Kanabec,32,0,10,,1,21,282,84,178,20,0
Minnesota,Kandiyohi,17,1,5,,0,11,229,47,171,11,2
Minnesota,Kittson,1,0,0,,0,1,26,4,20,2,0
Minnesota,Koochiching,2,0,1,,0,1,84,21,58,5,0
Minnesota,Lac Qui Parle,4,0,0,,0,4,35,9,25,1,0
Minnesota,Lake,1,0,0,,0,1,22,10,9,3,0
Minnesota,Lake of the Woods,2,0,0,,0,2,16,4,11,1,0
Minnesota,Lincoln,10,0,0,,0,10,18,2,16,0,0
Minnesota,Lyon,4,0,0,,1,3,33,14,16,3,0
Minnesota,Mahnomen,19,0,0,,2,17,77,21,50,6,1
Minnesota,Marshall,0,0,0,,0,0,0,0,0,0,0
Minnesota,Martin,1,0,0,,0,1,40,8,31,1,0
Minnesota,McLeod,10,0,2,,0,8,109,39,63,7,0
Minnesota,Meeker,15,0,4,,0,11,208,47,148,13,0
Minnesota,Morrison,7,1,4,,0,2,236,52,166,18,0
Minnesota,Mower,24,0,8,,2,14,146,69,67,10,0
Minnesota,Murray,2,0,1,,0,1,39,7,30,2,0
Minnesota,Nobles,8,0,3,,0,5,35,11,21,3,1
Minnesota,Norman,0,0,0,,0,0,2,1,1,0,0
Minnesota,Otter Tail,33,1,11,,0,21,441,173,244,24,0
Minnesota,Pennington,3,0,0,,0,3,49,14,29,6,1
Minnesota,Pine,82,0,23,,1,58,"1,307",242,978,87,2
Minnesota,Pipestone,2,0,0,,0,2,87,14,72,1,0
Minnesota,Pope,7,1,3,,0,3,72,21,47,4,0
Minnesota,Red Lake,2,0,0,,0,2,17,8,8,1,0
Minnesota,Redwood,5,0,0,,0,5,28,10,16,2,1
Minnesota,Renville,2,0,1,,0,1,118,38,71,9,0
Minnesota,Rice,10,0,4,,0,6,223,86,125,12,0
Minnesota,Rock,73,0,0,,1,72,81,19,57,5,0
Minnesota,Roseau,2,0,1,,1,0,101,13,81,7,0
Minnesota,Steele,8,0,3,,1,4,108,35,67,6,0
Minnesota,Stevens,3,0,0,,0,3,26,10,12,4,0
Minnesota,Swift,4,0,0,,0,4,21,4,15,2,0
Minnesota,Todd,17,1,7,,1,8,190,80,107,3,2
Minnesota,Traverse,0,0,0,,0,0,0,0,0,0,0
Minnesota,Wadena,8,0,3,,0,5,58,17,35,6,2
Minnesota,Waseca,2,0,1,,0,1,86,28,53,5,0
Minnesota,Watonwan,8,0,4,,0,4,36,19,12,5,0
Minnesota,Wilkin,1,0,0,,0,1,24,8,13,3,0
Minnesota,Winona,10,0,3,,0,7,83,23,45,15,1
Minnesota,Yellow Medicine,1,0,0,,0,1,36,12,23,1,0
Mississippi,Hancock,18,1,,1,5,11,533,143,339,51,0
Mississippi,Harrison,227,4,,12,7,204,871,239,543,89,31
Mississippi,Jackson,95,1,,24,15,55,"1,390",386,892,112,11
Mississippi,Lamar,19,0,,4,5,10,605,333,266,6,1
Mississippi,Rankin,28,0,,3,4,21,495,122,324,49,3
Mississippi,Adams,53,0,7,,5,41,436,182,238,16,4
Mississippi,Choctaw,1,0,,0,0,1,64,36,28,0,0
Mississippi,Claiborne,31,0,,5,2,24,181,96,58,27,0
Mississippi,Greene,13,2,,2,2,7,7,0,7,0,0
Mississippi,Itawamba6,20,0,7,,0,13,264,80,161,23,0
Mississippi,Jefferson,20,0,2,,1,17,33,14,19,0,0
Mississippi,Lauderdale6,37,3,9,,6,19,603,345,234,24,1
Mississippi,Lee6,38,0,3,,4,31,636,181,430,25,9
Mississippi,Leflore,88,1,,2,7,78,307,128,162,17,1
Mississippi,Marion6,30,3,5,,6,16,291,144,140,7,3
Mississippi,Scott,103,4,,5,11,83,242,111,111,20,0
Mississippi,Tippah,2,0,,0,1,1,3,0,3,0,0
Mississippi,Tishomingo,3,0,,0,0,3,13,13,0,0,0
Mississippi,Warren,23,2,,4,6,11,298,76,197,25,4
Mississippi,Washington,23,1,,3,6,13,458,155,256,47,0
Missouri,Andrew,14,0,2,,1,11,132,46,83,3,0
Missouri,Bates,74,0,4,,1,69,201,69,114,18,0
Missouri,Bollinger,33,0,1,,0,32,86,34,46,6,1
Missouri,Boone,111,0,7,,12,92,712,139,524,49,4
Missouri,Buchanan,21,1,2,,0,18,229,74,143,12,3
Missouri,Caldwell,23,0,1,,0,22,76,37,38,1,1
Missouri,Callaway,76,1,5,,7,63,588,183,383,22,2
Missouri,Cape Girardeau,20,0,3,,4,13,234,115,103,16,2
Missouri,Cass,29,0,1,,2,26,344,100,207,37,0
Missouri,Christian,51,1,0,,0,50,346,117,182,47,0
Missouri,Clay,13,0,3,,2,8,216,72,114,30,3
Missouri,Clinton,20,0,0,,1,19,85,9,64,12,0
Missouri,Cole,63,1,4,,3,55,237,66,157,14,0
Missouri,Dallas,33,0,4,,0,29,188,77,101,10,0
Missouri,De Kalb,10,0,0,,0,10,64,28,33,3,1
Missouri,Franklin,83,1,1,,1,80,589,143,413,33,2
Missouri,Greene,74,1,14,,9,50,"1,531",471,941,119,14
Missouri,Jackson,37,1,1,,5,30,595,170,352,73,2
Missouri,Jasper,113,1,2,,3,107,662,266,340,56,9
Missouri,Jefferson,293,0,69,,11,213,"2,242",444,"1,632",166,20
Missouri,Lafayette,8,1,3,,0,4,158,41,95,22,0
Missouri,Lincoln,40,0,0,,0,40,249,93,129,27,2
Missouri,McDonald,142,0,17,,2,123,426,108,277,41,1
Missouri,Moniteau,17,0,1,,0,16,94,61,33,0,0
Missouri,Newton,38,1,14,,3,20,853,214,546,93,6
Missouri,Osage,4,0,0,,0,4,81,26,49,6,3
Missouri,Platte,43,0,6,,1,36,318,64,223,31,4
Missouri,Polk,61,0,6,,5,50,345,124,190,31,5
Missouri,Ray,39,0,2,,0,37,154,44,97,13,0
Missouri,St. Charles,118,1,6,,6,105,966,288,628,50,6
Missouri,St. Louis County Police Department,"1,043",8,113,,235,687,"7,730","1,769","5,432",529,37
Missouri,Warren,65,0,17,,1,47,211,75,125,11,4
Missouri,Webster,21,0,5,,1,15,265,128,106,31,5
Missouri,Adair,12,0,0,,0,12,171,84,81,6,3
Missouri,Atchison,0,0,0,,0,0,5,2,3,0,0
Missouri,Audrain,5,0,2,,1,2,160,66,86,8,1
Missouri,Barry,74,0,8,,3,63,460,190,233,37,5
Missouri,Barton,46,1,4,,0,41,131,51,73,7,2
Missouri,Benton,38,0,9,,1,28,277,109,147,21,1
Missouri,Butler,136,0,7,,4,125,602,142,404,56,0
Missouri,Camden,39,0,2,,0,37,313,93,213,7,0
Missouri,Carroll,7,0,1,,0,6,65,25,39,1,1
Missouri,Carter,4,0,0,,0,4,56,23,28,5,0
Missouri,Cedar,28,0,1,,0,27,144,42,98,4,0
Missouri,Chariton,17,0,0,,0,17,106,36,57,13,1
Missouri,Clark,10,0,0,,0,10,38,19,17,2,0
Missouri,Cooper,5,1,1,,2,1,122,33,79,10,0
Missouri,Crawford,31,2,1,,0,28,239,90,138,11,0
Missouri,Dade,29,0,1,,0,28,53,16,21,16,0
Missouri,Daviess,4,0,2,,0,2,56,30,23,3,0
Missouri,Dent,19,0,1,,0,18,117,45,62,10,1
Missouri,Douglas,23,1,0,,0,22,127,44,69,14,1
Missouri,Dunklin,25,0,4,,1,20,182,45,128,9,4
Missouri,Gasconade,20,0,2,,0,18,128,46,65,17,0
Missouri,Gentry,0,0,0,,0,0,22,10,11,1,0
Missouri,Grundy,0,0,0,,0,0,55,31,21,3,0
Missouri,Harrison,0,0,0,,0,0,35,14,17,4,3
Missouri,Hickory,1,0,0,,0,1,107,48,53,6,0
Missouri,Holt,5,0,0,,0,5,66,17,46,3,0
Missouri,Howard,1,0,0,,0,1,53,7,42,4,0
Missouri,Howell,34,1,0,,4,29,358,112,223,23,1
Missouri,Iron,37,0,1,,1,35,111,58,41,12,1
Missouri,Johnson,15,1,0,,0,14,326,101,197,28,0
Missouri,Knox,0,0,0,,0,0,38,15,22,1,0
Missouri,Laclede,52,0,6,,3,43,330,98,203,29,2
Missouri,Lawrence,43,1,2,,1,39,355,142,197,16,0
Missouri,Lewis,5,0,1,,0,4,56,16,37,3,0
Missouri,Linn,9,0,0,,0,9,87,43,39,5,1
Missouri,Livingston,4,0,2,,0,2,58,16,42,0,0
Missouri,Macon,22,0,0,,0,22,105,44,57,4,1
Missouri,Madison,12,0,2,,0,10,56,12,37,7,0
Missouri,Maries,8,0,2,,0,6,72,30,37,5,1
Missouri,Marion,11,1,0,,0,10,158,18,139,1,0
Missouri,Mercer,6,0,3,,0,3,32,21,9,2,0
Missouri,Miller,28,1,10,,1,16,277,79,178,20,1
Missouri,Mississippi,7,0,0,,0,7,51,19,31,1,0
Missouri,Monroe,10,0,0,,0,10,44,16,23,5,0
Missouri,Montgomery,1,0,0,,0,1,67,30,32,5,0
Missouri,Morgan,36,2,4,,0,30,286,133,124,29,0
Missouri,New Madrid,14,0,0,,0,14,61,14,42,5,2
Missouri,Nodaway,21,1,0,,0,20,86,25,51,10,0
Missouri,Oregon,15,0,0,,0,15,85,33,49,3,1
Missouri,Ozark,39,3,1,,0,35,114,56,53,5,2
Missouri,Pemiscot,15,0,2,,1,12,130,52,73,5,2
Missouri,Perry,17,1,1,,0,15,66,24,32,10,1
Missouri,Pettis,18,2,2,,1,13,279,73,191,15,1
Missouri,Phelps,72,0,2,,0,70,251,72,168,11,0
Missouri,Pike,10,1,1,,1,7,89,33,44,12,1
Missouri,Pulaski,76,4,5,,6,61,415,143,244,28,0
Missouri,Putnam,0,0,0,,0,0,8,7,1,0,0
Missouri,Ralls,7,0,0,,0,7,67,29,34,4,0
Missouri,Randolph,9,0,0,,0,9,83,18,61,4,0
Missouri,Reynolds,15,0,1,,1,13,42,19,20,3,3
Missouri,Ripley,15,1,2,,0,12,307,104,194,9,0
Missouri,Saline,3,0,0,,0,3,96,44,44,8,0
Missouri,Schuyler,3,0,1,,0,2,21,14,4,3,0
Missouri,Scotland,0,0,0,,0,0,37,12,21,4,0
Missouri,Scott,32,0,3,,3,26,102,35,61,6,0
Missouri,Shannon,11,0,1,,1,9,49,12,28,9,1
Missouri,Shelby,3,0,1,,1,1,32,10,21,1,0
Missouri,St. Clair,19,0,2,,0,17,92,33,49,10,0
Missouri,Ste. Genevieve,25,2,2,,0,21,101,25,67,9,1
Missouri,St. Francois,44,2,5,,3,34,500,142,293,65,5
Missouri,Stoddard,23,0,0,,1,22,194,67,116,11,0
Missouri,Stone,124,3,11,,0,110,415,134,257,24,1
Missouri,Sullivan,14,0,1,,0,13,62,39,22,1,0
Missouri,Taney,88,0,11,,0,77,503,120,324,59,0
Missouri,Texas,25,3,0,,1,21,251,107,125,19,4
Missouri,Vernon,40,0,7,,1,32,297,61,213,23,4
Missouri,Washington,43,0,4,,2,37,281,97,148,36,5
Missouri,Wayne,23,1,2,,1,19,234,100,109,25,1
Missouri,Worth,0,0,0,,0,0,37,17,19,1,0
Missouri,Wright,10,0,0,,0,10,129,46,71,12,2
Montana,Carbon,6,0,0,,0,6,49,9,35,5,0
Montana,Cascade,35,0,5,,1,29,264,58,188,18,0
Montana,Missoula,81,0,14,,1,66,511,89,383,39,2
Montana,Beaverhead,3,0,0,,0,3,32,7,23,2,0
Montana,Blaine,4,0,0,,0,4,9,0,6,3,0
Montana,Broadwater,21,0,1,,0,20,70,6,56,8,1
Montana,Carter,0,0,0,,0,0,1,1,0,0,0
Montana,Custer,1,0,0,,0,1,31,1,29,1,0
Montana,Daniels,2,0,0,,0,2,6,1,4,1,0
